 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_number__________________________________________________ (procver)_____________________     "2.3.0   R"
 Date_of_run_____________________________________________________________ (date)________________________     "19/05/2022"
 Time_of_run_____________________________________________________________ (time)________________________     "16:40"
 User____________________________________________________________________ (username)____________________     "ym1906"  
 PROCESS_run_title_______________________________________________________ (runtitle)____________________     "Run Title (change this line using input variable 'runtitle')                                       
 PROCESS_tag_number______________________________________________________ (tagno)_______________________     "v2.1-1694-g49bda4ce"                                                                               
 PROCESS_git_branch_name_________________________________________________ (branch_name)_________________     "1499-update-cs-coil-geometry-model-python"                                                         
 PROCESS_last_commit_message_____________________________________________ (commsg)______________________     "reformatted\ 1\ to\ 1.0d0"                                                                         
 Input_filename__________________________________________________________ (fileprefix)__________________     "/home/ym1906/process/tracking/baseline_2018/baseline_2018_IN.DAT                                                                                                                                        "
 
 Scan_point_number_______________________________________________________ (iscan)_______________________              1    
 # Numerics #
 VMCON_error_flag________________________________________________________ (ifail)_______________________              1    
 # PROCESS found a feasible solution #
 Number_of_iteration_variables___________________________________________ (nvar)________________________             41    
 Number_of_constraints_(total)___________________________________________ (neqns+nineqns)_______________             25    
 Optimisation_switch_____________________________________________________ (ioptimz)_____________________              1    
 Figure_of_merit_switch__________________________________________________ (minmax)______________________              1    
 Square_root_of_the_sum_of_squares_of_the_constraint_residuals___________ (sqsumsq)_____________________      3.8894E-09 OP 
 VMCON_convergence_parameter_____________________________________________ (convergence_parameter)_______      2.0008E-09 OP 
 Number_of_VMCON_iterations______________________________________________ (nviter)______________________            101 OP 
 bt______________________________________________________________________ (itvar001)____________________      5.2648E+00    
 bt_(final_value/initial_value)__________________________________________ (xcm001)______________________      9.8791E-01    
 bt_(range_normalised)___________________________________________________ (nitvar001)___________________      2.6287E-01    
 rmajor__________________________________________________________________ (itvar002)____________________      9.1730E+00    
 rmajor_(final_value/initial_value)______________________________________ (xcm002)______________________      1.0318E+00    
 rmajor_(range_normalised)_______________________________________________ (nitvar002)___________________      7.0333E-01    
 te______________________________________________________________________ (itvar003)____________________      1.2273E+01    
 te_(final_value/initial_value)__________________________________________ (xcm003)______________________      9.9540E-01    
 te_(range_normalised)___________________________________________________ (nitvar003)___________________      4.6837E-02    
 beta____________________________________________________________________ (itvar004)____________________      3.0698E-02    
 beta_(final_value/initial_value)________________________________________ (xcm004)______________________      9.7699E-01    
 beta_(range_normalised)_________________________________________________ (nitvar004)___________________      2.9728E-02    
 dene____________________________________________________________________ (itvar005)____________________      7.1159E+19    
 dene_(final_value/initial_value)________________________________________ (xcm005)______________________      9.5745E-01    
 dene_(range_normalised)_________________________________________________ (nitvar005)___________________      6.1777E-02    
 fdene___________________________________________________________________ (itvar006)____________________      1.2000E+00    
 fdene_(final_value/initial_value)_______________________________________ (xcm006)______________________      1.0000E+00    
 fdene_(range_normalised)________________________________________________ (nitvar006)___________________      1.0000E+00    
 tfcth___________________________________________________________________ (itvar007)____________________      1.4000E+00    
 tfcth_(final_value/initial_value)_______________________________________ (xcm007)______________________      1.1589E+00    
 tfcth_(range_normalised)________________________________________________ (nitvar007)___________________      7.4508E-17    
 fwalld__________________________________________________________________ (itvar008)____________________      1.2359E-01    
 fwalld_(final_value/initial_value)______________________________________ (xcm008)______________________      9.4346E-01    
 fwalld_(range_normalised)_______________________________________________ (nitvar008)___________________      1.2272E-01    
 ohcth___________________________________________________________________ (itvar009)____________________      7.8311E-01    
 ohcth_(final_value/initial_value)_______________________________________ (xcm009)______________________      1.4176E+00    
 ohcth_(range_normalised)________________________________________________ (nitvar009)___________________      2.9801E-02    
 q_______________________________________________________________________ (itvar010)____________________      3.5000E+00    
 q_(final_value/initial_value)___________________________________________ (xcm010)______________________      1.0000E+00    
 q_(range_normalised)____________________________________________________ (nitvar010)___________________      0.0000E+00    
 bore____________________________________________________________________ (itvar011)____________________      2.1827E+00    
 bore_(final_value/initial_value)________________________________________ (xcm011)______________________      9.3591E-01    
 bore_(range_normalised)_________________________________________________ (nitvar011)___________________      2.1038E-01    
 fbetatry________________________________________________________________ (itvar012)____________________      4.7135E-01    
 fbetatry_(final_value/initial_value)____________________________________ (xcm012)______________________      9.7688E-01    
 fbetatry_(range_normalised)_____________________________________________ (nitvar012)___________________      4.7082E-01    
 coheof__________________________________________________________________ (itvar013)____________________      1.2018E+07    
 coheof_(final_value/initial_value)______________________________________ (xcm013)______________________      5.7985E-01    
 coheof_(range_normalised)_______________________________________________ (nitvar013)___________________      1.1930E-01    
 fjohc___________________________________________________________________ (itvar014)____________________      2.1938E-01    
 fjohc_(final_value/initial_value)_______________________________________ (xcm014)______________________      3.7863E-01    
 fjohc_(range_normalised)________________________________________________ (nitvar014)___________________      2.1150E-01    
 fjohc0__________________________________________________________________ (itvar015)____________________      2.7327E-01    
 fjohc0_(final_value/initial_value)______________________________________ (xcm015)______________________      5.0678E-01    
 fjohc0_(range_normalised)_______________________________________________ (nitvar015)___________________      2.7254E-01    
 fcohbop_________________________________________________________________ (itvar016)____________________      1.0000E+00    
 fcohbop_(final_value/initial_value)_____________________________________ (xcm016)______________________      1.0732E+00    
 fcohbop_(range_normalised)______________________________________________ (nitvar016)___________________      1.0000E+00    
 gapoh___________________________________________________________________ (itvar017)____________________      5.0000E-02    
 gapoh_(final_value/initial_value)_______________________________________ (xcm017)______________________      1.0000E+00    
 gapoh_(range_normalised)________________________________________________ (nitvar017)___________________      0.0000E+00    
 fvsbrnni________________________________________________________________ (itvar018)____________________      3.8728E-01    
 fvsbrnni_(final_value/initial_value)____________________________________ (xcm018)______________________      9.7881E-01    
 fvsbrnni_(range_normalised)_____________________________________________ (nitvar018)___________________      3.8666E-01    
 fstrcase________________________________________________________________ (itvar019)____________________      1.0000E+00    
 fstrcase_(final_value/initial_value)____________________________________ (xcm019)______________________      1.0000E+00    
 fstrcase_(range_normalised)_____________________________________________ (nitvar019)___________________      1.0000E+00    
 fstrcond________________________________________________________________ (itvar020)____________________      7.8758E-01    
 fstrcond_(final_value/initial_value)____________________________________ (xcm020)______________________      8.5600E-01    
 fstrcond_(range_normalised)_____________________________________________ (nitvar020)___________________      7.8737E-01    
 fiooic__________________________________________________________________ (itvar021)____________________      2.5913E-01    
 fiooic_(final_value/initial_value)______________________________________ (xcm021)______________________      4.0849E-01    
 fiooic_(range_normalised)_______________________________________________ (nitvar021)___________________      2.5839E-01    
 fvdump__________________________________________________________________ (itvar022)____________________      1.0000E+00    
 fvdump_(final_value/initial_value)______________________________________ (xcm022)______________________      1.0000E+00    
 fvdump_(range_normalised)_______________________________________________ (nitvar022)___________________      1.0000E+00    
 vdalw___________________________________________________________________ (itvar023)____________________      1.0000E+01    
 vdalw_(final_value/initial_value)_______________________________________ (xcm023)______________________      1.0000E+00    
 vdalw_(range_normalised)________________________________________________ (nitvar023)___________________      1.0000E+00    
 fjprot__________________________________________________________________ (itvar024)____________________      1.0000E+00    
 fjprot_(final_value/initial_value)______________________________________ (xcm024)______________________      1.0000E+00    
 fjprot_(range_normalised)_______________________________________________ (nitvar024)___________________      1.0000E+00    
 tdmptf__________________________________________________________________ (itvar025)____________________      2.6980E+01    
 tdmptf_(final_value/initial_value)______________________________________ (xcm025)______________________      1.0445E+00    
 tdmptf_(range_normalised)_______________________________________________ (nitvar025)___________________      2.6907E-01    
 thkcas__________________________________________________________________ (itvar026)____________________      3.2388E-01    
 thkcas_(final_value/initial_value)______________________________________ (xcm026)______________________      6.1733E-01    
 thkcas_(range_normalised)_______________________________________________ (nitvar026)___________________      2.8830E-01    
 thwcndut________________________________________________________________ (itvar027)____________________      1.2588E-02    
 thwcndut_(final_value/initial_value)____________________________________ (xcm027)______________________      1.5736E+00    
 thwcndut_(range_normalised)_____________________________________________ (nitvar027)___________________      4.9875E-02    
 gapds___________________________________________________________________ (itvar028)____________________      2.0000E-02    
 gapds_(final_value/initial_value)_______________________________________ (xcm028)______________________      1.0000E+00    
 gapds_(range_normalised)________________________________________________ (nitvar028)___________________      0.0000E+00    
 fimpvar_________________________________________________________________ (itvar029)____________________      3.5550E-04    
 fimpvar_(final_value/initial_value)_____________________________________ (xcm029)______________________      8.0795E-01    
 fimpvar_(range_normalised)______________________________________________ (nitvar029)___________________      3.5453E-02    
 flhthresh_______________________________________________________________ (itvar030)____________________      1.5332E+00    
 flhthresh_(final_value/initial_value)___________________________________ (xcm030)______________________      1.0241E+00    
 flhthresh_(range_normalised)____________________________________________ (nitvar030)___________________      5.9246E-02    
 fpsepbqar_______________________________________________________________ (itvar031)____________________      1.0000E+00    
 fpsepbqar_(final_value/initial_value)___________________________________ (xcm031)______________________      1.0000E+00    
 fpsepbqar_(range_normalised)____________________________________________ (nitvar031)___________________      1.0000E+00    
