 PROCESS_version_number__________________________________________________ (procver)___________     "1.0.10 "
 Date_of_run_____________________________________________________________ (date)______________     "03/05/2017"
 Time_of_run_____________________________________________________________ (time)______________     "15:00"
 User____________________________________________________________________ (username)__________     "mkovari" 
 PROCESS_run_title_______________________________________________________ (runtitle)__________     "PROCESS runs for new baseline design EU DEMO1 2017: 02.05.2017                  "                  
 Number_of_scan_points___________________________________________________ (isweep)____________              1    
 Scanning_variable_number________________________________________________ (nsweep)____________             41    
 
 Scan_point_number_______________________________________________________ (iscan)_____________              1    
 VMCON_error_flag________________________________________________________ (ifail)_____________              1    
 Number_of_iteration_variables___________________________________________ (nvar)______________             40    
 Number_of_constraints___________________________________________________ (neqns)_____________             23    
 Optimisation_switch_____________________________________________________ (ioptimz)___________              1    
 Figure_of_merit_switch__________________________________________________ (minmax)____________              1    
 Square_root_of_the_sum_of_squares_of_the_constraint_residuals___________ (sqsumsq)___________      1.922E-09 OP 
 Number_of_VMCON_iterations______________________________________________ (nviter)____________             40 OP 
 bt______________________________________________________________________ (itvar001)__________      4.890E+00    
 bt_(final_value/initial_value)__________________________________________ (xcm001)____________      8.609E-01    
 bt_(range_normalised)___________________________________________________ (nitvar001)_________      2.441E-01    
 rmajor__________________________________________________________________ (itvar002)__________      8.938E+00    
 rmajor_(final_value/initial_value)______________________________________ (xcm002)____________      9.853E-01    
 rmajor_(range_normalised)_______________________________________________ (nitvar002)_________      6.851E-01    
 te______________________________________________________________________ (itvar003)__________      1.282E+01    
 te_(final_value/initial_value)__________________________________________ (xcm003)____________      9.807E-01    
 te_(range_normalised)___________________________________________________ (nitvar003)_________      5.061E-02    
 beta____________________________________________________________________ (itvar004)__________      3.909E-02    
 beta_(final_value/initial_value)________________________________________ (xcm004)____________      9.307E-01    
 beta_(range_normalised)_________________________________________________ (nitvar004)_________      3.813E-02    
 dene____________________________________________________________________ (itvar005)__________      7.913E+19    
 dene_(final_value/initial_value)________________________________________ (xcm005)____________      9.913E-01    
 dene_(range_normalised)_________________________________________________ (nitvar005)_________      1.209E-02    
 fdene___________________________________________________________________ (itvar006)__________      1.200E+00    
 fdene_(final_value/initial_value)_______________________________________ (xcm006)____________      1.000E+00    
 fdene_(range_normalised)________________________________________________ (nitvar006)_________      1.000E+00    
 hfact___________________________________________________________________ (itvar007)__________      1.100E+00    
 hfact_(final_value/initial_value)_______________________________________ (xcm007)____________      1.000E+00    
 hfact_(range_normalised)________________________________________________ (nitvar007)_________      1.000E+00    
 oacdcp__________________________________________________________________ (itvar008)__________      9.782E+06    
 oacdcp_(final_value/initial_value)______________________________________ (xcm008)____________      9.734E-01    
 oacdcp_(range_normalised)_______________________________________________ (nitvar008)_________      6.459E-02    
 tfcth___________________________________________________________________ (itvar009)__________      9.617E-01    
 tfcth_(final_value/initial_value)_______________________________________ (xcm009)____________      9.159E-01    
 tfcth_(range_normalised)________________________________________________ (nitvar009)_________      1.759E-01    
 fwalld__________________________________________________________________ (itvar010)__________      1.295E-01    
 fwalld_(final_value/initial_value)______________________________________ (xcm010)____________      9.870E-01    
 fwalld_(range_normalised)_______________________________________________ (nitvar010)_________      1.286E-01    
 ohcth___________________________________________________________________ (itvar011)__________      8.016E-01    
 ohcth_(final_value/initial_value)_______________________________________ (xcm011)____________      9.798E-01    
 ohcth_(range_normalised)________________________________________________ (nitvar011)_________      7.924E-02    
 q_______________________________________________________________________ (itvar012)__________      3.000E+00    
 q_(final_value/initial_value)___________________________________________ (xcm012)____________      9.239E-01    
 q_(range_normalised)____________________________________________________ (nitvar012)_________      0.000E+00    
 bore____________________________________________________________________ (itvar013)__________      2.365E+00    
 bore_(final_value/initial_value)________________________________________ (xcm013)____________      9.524E-01    
 bore_(range_normalised)_________________________________________________ (nitvar013)_________      2.288E-01    
 fbetatry________________________________________________________________ (itvar014)__________      5.790E-01    
 fbetatry_(final_value/initial_value)____________________________________ (xcm014)____________      1.202E+00    
 fbetatry_(range_normalised)_____________________________________________ (nitvar014)_________      5.785E-01    
 coheof__________________________________________________________________ (itvar015)__________      1.231E+07    
 coheof_(final_value/initial_value)______________________________________ (xcm015)____________      9.090E-01    
 coheof_(range_normalised)_______________________________________________ (nitvar015)_________      1.222E-01    
 fjohc___________________________________________________________________ (itvar016)__________      5.896E-01    
 fjohc_(final_value/initial_value)_______________________________________ (xcm016)____________      2.358E+00    
 fjohc_(range_normalised)________________________________________________ (nitvar016)_________      5.854E-01    
 fjohc0__________________________________________________________________ (itvar017)__________      5.379E-01    
 fjohc0_(final_value/initial_value)______________________________________ (xcm017)____________      2.152E+00    
 fjohc0_(range_normalised)_______________________________________________ (nitvar017)_________      5.375E-01    
 fcohbop_________________________________________________________________ (itvar018)__________      9.111E-01    
 fcohbop_(final_value/initial_value)_____________________________________ (xcm018)____________      9.732E-01    
 fcohbop_(range_normalised)______________________________________________ (nitvar018)_________      9.111E-01    
 gapoh___________________________________________________________________ (itvar019)__________      5.000E-02    
 gapoh_(final_value/initial_value)_______________________________________ (xcm019)____________      1.000E+00    
 gapoh_(range_normalised)________________________________________________ (nitvar019)_________      0.000E+00    
