 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_number__________________________________________________ (procver)___________     "1.0.10   "
 Date_of_run_____________________________________________________________ (date)______________     "01/06/2017"
 Time_of_run_____________________________________________________________ (time)______________     "09:26"
 User____________________________________________________________________ (username)__________     "morrisj" 
 PROCESS_run_title_______________________________________________________ (runtitle)__________     ""PROCESS runs for new baseline design EU DEMO1 2017: 02.05.2017"                "                  
 PROCESS_tag_number______________________________________________________ (tagno)_____________     "1.0.10-34-gbb069a7"                                                                                
 Number_of_scan_points___________________________________________________ (isweep)____________              1    
 Scanning_variable_number________________________________________________ (nsweep)____________             41    
 
 Scan_point_number_______________________________________________________ (iscan)_____________              1    
 # Numerics #
 VMCON_error_flag________________________________________________________ (ifail)_____________              1    
 # PROCESS found a feasible solution #
 Number_of_iteration_variables___________________________________________ (nvar)______________             40    
 Number_of_constraints___________________________________________________ (neqns)_____________             23    
 Optimisation_switch_____________________________________________________ (ioptimz)___________              1    
 Figure_of_merit_switch__________________________________________________ (minmax)____________              1    
 Square_root_of_the_sum_of_squares_of_the_constraint_residuals___________ (sqsumsq)___________      8.115E-09 OP 
 Number_of_VMCON_iterations______________________________________________ (nviter)____________             65 OP 
 fbetatry________________________________________________________________ (itvar001)__________      5.505E-01    
 fbetatry_(final_value/initial_value)____________________________________ (xcm001)____________      5.505E-01    
 fbetatry_(range_normalised)_____________________________________________ (nitvar001)_________      5.501E-01    
 beta____________________________________________________________________ (itvar002)__________      3.522E-02    
 beta_(final_value/initial_value)________________________________________ (xcm002)____________      8.387E-01    
 beta_(range_normalised)_________________________________________________ (nitvar002)_________      3.426E-02    
 fdene___________________________________________________________________ (itvar003)__________      1.200E+00    
 fdene_(final_value/initial_value)_______________________________________ (xcm003)____________      1.200E+00    
 fdene_(range_normalised)________________________________________________ (nitvar003)_________      1.000E+00    
 dene____________________________________________________________________ (itvar004)__________      7.517E+19    
 dene_(final_value/initial_value)________________________________________ (xcm004)____________      9.420E-01    
 dene_(range_normalised)_________________________________________________ (nitvar004)_________      7.838E-03    
 fwalld__________________________________________________________________ (itvar005)__________      1.242E-01    
 fwalld_(final_value/initial_value)______________________________________ (xcm005)____________      1.242E-01    
 fwalld_(range_normalised)_______________________________________________ (nitvar005)_________      1.234E-01    
 flhthresh_______________________________________________________________ (itvar006)__________      1.392E+00    
 flhthresh_(final_value/initial_value)___________________________________ (xcm006)____________      1.392E+00    
 flhthresh_(range_normalised)____________________________________________ (nitvar006)_________      4.358E-02    
 te______________________________________________________________________ (itvar007)__________      1.311E+01    
 te_(final_value/initial_value)__________________________________________ (xcm007)____________      1.016E+00    
 te_(range_normalised)___________________________________________________ (nitvar007)_________      5.262E-02    
 hfact___________________________________________________________________ (itvar008)__________      1.100E+00    
 hfact_(final_value/initial_value)_______________________________________ (xcm008)____________      1.100E+00    
 hfact_(range_normalised)________________________________________________ (nitvar008)_________      1.000E+00    
 q_______________________________________________________________________ (itvar009)__________      3.000E+00    
 q_(final_value/initial_value)___________________________________________ (xcm009)____________      1.000E+00    
 q_(range_normalised)____________________________________________________ (nitvar009)_________      0.000E+00    
 fvsbrnni________________________________________________________________ (itvar010)__________      4.778E-01    
 fvsbrnni_(final_value/initial_value)____________________________________ (xcm010)____________      1.078E+00    
 fvsbrnni_(range_normalised)_____________________________________________ (nitvar010)_________      4.773E-01    
 fpsepbqar_______________________________________________________________ (itvar011)__________      1.000E+00    
 fpsepbqar_(final_value/initial_value)___________________________________ (xcm011)____________      1.111E+00    
 fpsepbqar_(range_normalised)____________________________________________ (nitvar011)_________      1.000E+00    
 fimp(13)________________________________________________________________ (itvar012)__________      3.675E-04    
 fimp(13)_(final_value/initial_value)____________________________________ (xcm012)____________      8.352E-01    
 fimp(13)_(range_normalised)_____________________________________________ (nitvar012)_________      3.675E-02    
 rmajor__________________________________________________________________ (itvar013)__________      9.260E+00    
 rmajor_(final_value/initial_value)______________________________________ (xcm013)____________      1.021E+00    
 rmajor_(range_normalised)_______________________________________________ (nitvar013)_________      7.101E-01    
 tfcth___________________________________________________________________ (itvar014)__________      1.054E+00    
 tfcth_(final_value/initial_value)_______________________________________ (xcm014)____________      1.003E+00    
 tfcth_(range_normalised)________________________________________________ (nitvar014)_________      1.946E-01    
 ohcth___________________________________________________________________ (itvar015)__________      8.241E-01    
 ohcth_(final_value/initial_value)_______________________________________ (xcm015)____________      1.007E+00    
 ohcth_(range_normalised)________________________________________________ (nitvar015)_________      8.149E-02    
 bore____________________________________________________________________ (itvar016)__________      2.459E+00    
 bore_(final_value/initial_value)________________________________________ (xcm016)____________      9.905E-01    
 bore_(range_normalised)_________________________________________________ (nitvar016)_________      2.383E-01    
 gapoh___________________________________________________________________ (itvar017)__________      5.000E-02    
 gapoh_(final_value/initial_value)_______________________________________ (xcm017)____________      1.000E+00    
 gapoh_(range_normalised)________________________________________________ (nitvar017)_________      0.000E+00    
 gapds___________________________________________________________________ (itvar018)__________      2.000E-02    
 gapds_(final_value/initial_value)_______________________________________ (xcm018)____________      1.667E-01    
 gapds_(range_normalised)________________________________________________ (nitvar018)_________      0.000E+00    
 fstrcase________________________________________________________________ (itvar019)__________      1.000E+00    
